rate,7,8,9
r1,1.0190901528536505,1.6700035134353524,1.3082659758163624
r2,1.183138724385318,1.160450713385646,1.2329049403935493
r3,0.9374427708198578,1.0237949767886487,1.0428601198985712
r4,1.1454086736538724,1.013575901864856,0.9598072178872554
r5,1.2459722950501106,1.0453035857533313,1.3269021598082587
r6,0.9550919262968867,1.2743730113282203,0.7466506594810084
r7,1.1594418824137078,1.2256991601659657,1.4599728893534691
r8,0.9283255192981347,1.5740430183972105,1.1696289945164693
r9,0.9186592034188182,1.3298264618023543,0.6665153204596533
r10,1.1438400378148232,1.3580016328381164,0.8810935112157617
r11,0.7699987127526187,1.0435502128879017,1.1627088346453707
r12,1.3317121439583248,1.3361769434843567,0.9039887868829414
r13,1.6765375349497522,1.3407549576021411,1.2745165278251862
r14,1.2633821120550666,1.0513641126465236,0.7498473426766381
