rate,19,20,21
r1,1.1216876811373013,1.020292950978781,1.6238770319908191
r2,0.4832356022200555,0.78903680684111,1.256309747423931
r3,1.6080602739332197,0.8190859327879382,1.1917990375554581
r4,1.3551470494440834,1.0307195794232902,1.2478165951844526
r5,1.1715201999700748,1.0836337875818365,0.8230145004719607
r6,0.9553736603805774,0.8772911866835752,1.1528851155841915
r7,1.0528480910355935,1.2712294177163124,0.6617259915643988
r8,0.8266137742948361,1.267822796511,1.3350437102391985
r9,1.2967470145114788,1.2927024402960694,1.2866292506728754
r10,1.0712804064472936,1.549299295918426,1.9826430907640538
r11,0.7986546828674485,1.3854596212817734,1.665541382491221
r12,0.9277614228174936,1.678096383316681,1.0624253354862134
